family_stem,variable_name,label,n_years,years_range,label_drift
sc35,sc35,sc35. Teachers here make it clear to students that bullying is not tolerated.,11,2013-2014..2023-2024,True
sc36,sc36,sc36. Teachers make it clear to students that bullying is not tolerated.,11,2013-2014..2023-2024,True
sc36_rp,sc36_rp,sc36_rp. Repeating sc36,1,2013-2014..2013-2014,False
sc37,sc37,"sc37. If another student was bullying me, I would tell one of the teachers or st",11,2013-2014..2023-2024,True
sc38,sc38,"sc38. If another student was bullying me, I would tell one of the teachers or sc",11,2013-2014..2023-2024,True
sc38_rp,sc38_rp,sc38_rp. Repeating sc38,1,2013-2014..2013-2014,False
sc39,sc39,sc39. Students tell teachers when other students are being bullied.,11,2013-2014..2023-2024,True
sc4,sc4,sc4. Adults from this school encourage me to work hard so I can be successful in,11,2013-2014..2023-2024,True
sc40,sc40,"sc40. If I tell a teacher that someone is bullying me, the teacher will do somet",11,2013-2014..2023-2024,True
sc41,sc41,sc41. Students here try to stop bullying when they see it happening.,11,2013-2014..2023-2024,True
sc41_rp,sc41_rp,sc41_rp. Repeating sc41,1,2013-2014..2013-2014,False
sc42,sc42,sc42. Students try to stop bullying when they see it happening.,11,2013-2014..2023-2024,True
sc43,sc43,"sc43. I have been disrespected by an adult at this school because of my race, et",11,2013-2014..2023-2024,True
sc44,sc44,"sc44. I have been disrespected by an adult from this school because of my race,",11,2013-2014..2023-2024,True
sc44_rp,sc44_rp,sc44_rp. Repeating sc44,1,2013-2014..2013-2014,False
sc45,sc45,sc45. There is a lot of tension in this school between people of different cultu,11,2013-2014..2023-2024,True
sc46,sc46,"sc46. Students in this school respect each other's differences (for example, gen",11,2013-2014..2023-2024,True
sc46_rp,sc46_rp,sc46_rp. Repeating sc46,1,2013-2014..2013-2014,False
sc47,sc47,"sc47. Students from this school respect each other's differences (for example, g",11,2013-2014..2023-2024,True
sc47_rp,sc47_rp,sc47_rp. Repeating sc47,1,2013-2014..2013-2014,False
sc48,sc48,"sc48. Adults in this school respect differences in students (for example, gender",11,2013-2014..2023-2024,True
sc49,sc49,"sc49. Teachers from this school respect differences in students (for example, ge",11,2013-2014..2023-2024,True
sc5,sc5,sc5. My teachers work hard to help me with my schoolwork when I need it.,11,2013-2014..2023-2024,True
sc50,sc50,sc50. Teachers show that they think it is important for students of different ra,9,2013-2014..2023-2024,True
sc51,sc51,sc51. Teachers show that they think it is important for students of different ra,9,2013-2014..2023-2024,True
sc52,sc52,sc52. The schoolyard and buildings are clean and in good condition.,9,2013-2014..2023-2024,True
sc53,sc53,sc53. My classroom is so crowded it is hard to concentrate and learn.,9,2013-2014..2023-2024,True
sc54,sc54,sc54. I eat my lunch at the right time of day.,9,2013-2014..2023-2024,True
sc55,sc55,sc55. I have plenty of time to eat my lunch.,8,2013-2014..2023-2024,True
sc56,sc56,sc56. The school grounds are kept clean.,6,2013-2014..2023-2024,True
sc57,sc57,sc57. Students pay attention in class.,4,2020-2021..2023-2024,False
sc58,sc58,sc58. Students pay attention during class.,4,2020-2021..2023-2024,False
sc59,sc59,sc59. Students try their best in school.,4,2020-2021..2023-2024,False
sc5_rp,sc5_rp,sc5_rp. Repeating sc5,1,2013-2014..2013-2014,False
sc6,sc6,sc6. Teachers show how classroom lessons are helpful to students in real life.,11,2013-2014..2023-2024,True
sc60,sc60,sc60. Students try their best on schoolwork.,4,2020-2021..2023-2024,True
sc61,sc61,sc61. Students usually follow the rules at school.,4,2020-2021..2023-2024,False
sc62,sc62,sc62. Students turn in their homework on time.,4,2020-2021..2023-2024,False
sc63,sc63,sc63. This school promotes academic success for all students.,4,2020-2021..2023-2024,False
sc64,sc64,"sc64. When there is a conflict between people, this school tries to make sure al",4,2020-2021..2023-2024,False
sc65,sc65,sc65. This school has clean and drinkable water.,4,2020-2021..2023-2024,False
sc6_rp,sc6_rp,sc6_rp. Repeating sc6,1,2013-2014..2013-2014,False
sc7,sc7,sc7. Teachers give students a chance to take part in classroom discussions or ac,11,2013-2014..2023-2024,True
sc7_rp,sc7_rp,sc7_rp. Repeating sc7,1,2013-2014..2013-2014,False
sc8,sc8,sc8. This school is a supportive and inviting place for students to learn.,11,2013-2014..2023-2024,True
sc9,sc9,sc9. Teachers go out of their way to help students.,11,2013-2014..2023-2024,True
scandata,scandata,Scan data,11,2013-2014..2023-2024,False
scantibully,scantibully,Anti-bullying climate (SCM),2,2018-2019..2019-2020,False
scantibully,scantibully_agree,Antibullying climate - % 'Agree' or 'Strongly agree' (SCM),6,2018-2019..2023-2024,True
scare,scare,School caring relationship,7,2013-2014..2019-2020,False
scare,scare_hi,High school caring relationship,4,2013-2014..2016-2017,False
scare,scare_true,School caring relationship - % 'Pretty much true' or 'Very much true',6,2018-2019..2023-2024,False
scare,scare_vmtrue,School caring relationship - % reporting 'Very much true',1,2017-2018..2017-2018,False
scare,scarec,School caring relationship category,7,2013-2014..2019-2020,False
scclarity,scclarity,Clarity of rules (SCM),2,2018-2019..2019-2020,False
scclarity,scclarity_agree,Clarity of rules - % 'Agree' or 'Strongly agree' (SCM),6,2018-2019..2023-2024,False
sccollege,sccollege,Supports for college and career planning (SCM),2,2018-2019..2019-2020,False
sccollege,sccollege_agree,Supports for college and career planning - % 'Agree' or 'Strongly agree' (SCM),2,2018-2019..2019-2020,False
scconflict,scconflict,Racial/ethnic conflict (SCM),2,2018-2019..2019-2020,False
scconflict,scconflict_agree,Racial/ethnic conflict - % 'Agree' or 'Strongly agree' (SCM),6,2018-2019..2023-2024,False
scfacility,scfacility,Quality of physical environment (SCM),2,2018-2019..2019-2020,True
scfacility,scfacility_agree,Quality of physical environment - % 'Agree' or 'Strongly agree' (SCM),6,2018-2019..2023-2024,True
scharsh,scharsh,Disciplinary harshness (SCM),2,2018-2019..2019-2020,False
scharsh,scharsh_agree,Disciplinary harshness - % 'Agree' or 'Strongly agree' (SCM),6,2018-2019..2023-2024,False
schl,schl,tel_scho,1,2010-2011..2010-2011,False
schlclas,schlclas,(unlabeled),1,2010-2011..2010-2011,False
schlconc,schlconc,school connectedness,3,2010-2011..2012-2013,False
schll,schll,(unlabeled),1,2010-2011..2010-2011,False
schlno,schlno,Pseudo school code,14,2010-2011..2023-2024,False
schlo,schlo,(unlabeled),1,2010-2011..2010-2011,False
schls,schls,(unlabeled),1,2010-2011..2010-2011,False
schlsamp_chks,schlsamp_chks,Sampled district only - schools in the CHKS sample,1,2023-2024..2023-2024,False
schlt,schlt,(unlabeled),1,2010-2011..2010-2011,False
schlyear,schlyear,School year,14,2010-2011..2023-2024,True
sclearneng,sclearneng,Student learning engagement (SCM),2,2018-2019..2019-2020,False
sclearneng,sclearneng_agree,Learning engagement climate - % 'Agree' or 'Strongly agree' (SCM),6,2018-2019..2023-2024,True
sclunch,sclunch,Time for lunch (SCM),2,2018-2019..2019-2020,False
sclunch,sclunch_agree,Time for lunch - % 'Agree' or 'Strongly agree' (SCM),6,2018-2019..2023-2024,False
scpeerrel,scpeerrel,Student peer relationships (SCM),2,2018-2019..2019-2020,False
scpeerrel,scpeerrel_agree,Student peer relationships - % 'Agree' or 'Strongly agree' (SCM),6,2018-2019..2023-2024,False
screspdif,screspdif,Appreciation of racial/ethnic differences (SCM),2,2018-2019..2019-2020,True
screspdif,screspdif_agree,Respect for diversity - % 'Agree' or 'Strongly agree' (SCM),6,2018-2019..2023-2024,True
screspect,screspect,Fairness and respect for diversity (SCM),2,2018-2019..2019-2020,False
screspect,screspect_agree,Fairness - % 'Agree' or 'Strongly agree' (SCM),6,2018-2019..2023-2024,True
scsprtlearn,scsprtlearn,Supports for learning (SCM),2,2018-2019..2019-2020,False
scsprtlearn,scsprtlearn_agree,Student learning environment - % 'Agree' or 'Strongly agree' (SCM),6,2018-2019..2023-2024,True
scsprtsel,scsprtsel,Supports for social and emotional learning (SCM),2,2018-2019..2019-2020,False
scsprtsel,scsprtsel_agree,Supports for social emotional learning - % 'Agree' or 'Strongly agree' (SCM),6,2018-2019..2023-2024,True
sel1,sel1,sel1. I can work out my problems.,10,2012-2013..2023-2024,True
sel10,sel10,sel10. I try to answer all the questions asked in class.,10,2012-2013..2023-2024,True
sel11,sel11,"sel11. When I try to solve a math problem, I will not stop until I find a final",10,2012-2013..2023-2024,True
sel12,sel12,sel12. I accept responsibility for my actions.,10,2012-2013..2023-2024,True
sel13,sel13,sel13. I am looking forward to a successful career.,10,2012-2013..2023-2024,True
sel14,sel14,sel14. When I make a mistake I admit it.,10,2012-2013..2023-2024,True
sel15,sel15,sel15. I can deal with being told no.,10,2012-2013..2023-2024,True
sel16,sel16,sel16. I feel bad when someone gets their feelings hurt.,10,2012-2013..2023-2024,True
sel17,sel17,sel17. When I need help I find someone to talk with.,10,2012-2013..2023-2024,True
sel18,sel18,sel18. I try to understand what other people go through.,10,2012-2013..2023-2024,True
sel19,sel19,sel19. I have high goals and expectations for myself.,10,2012-2013..2023-2024,True
sel2,sel2,sel2. I can do most things if I try.,10,2012-2013..2023-2024,True
sel20,sel20,sel20. I try to understand how other people feel and think.,10,2012-2013..2023-2024,True
sel21,sel21,sel21. I can wait for what I want.,10,2012-2013..2023-2024,True
sel22,sel22,sel22. Challenging myself will not make me any smarter.,10,2012-2013..2023-2024,True
sel23,sel23,sel23. I don't bother others when they are busy.,10,2012-2013..2023-2024,True
sel24,sel24,sel24. I think before I act.,10,2012-2013..2023-2024,True
sel25,sel25,"sel25. When I work in school groups, I do my fair share.",10,2012-2013..2023-2024,True
sel26,sel26,sel26. I try to work out my problems by talking or writing about them.,10,2012-2013..2023-2024,True
sel27,sel27,sel27. There are some things I am not capable of learning.,10,2012-2013..2023-2024,True
sel28,sel28,sel28. I like to listen to other students' ideas in class.,10,2012-2013..2023-2024,True
sel29,sel29,sel29. I don't expect very much of myself in the future.,9,2012-2013..2023-2024,True
sel3,sel3,sel3. There are many things that I do well.,10,2012-2013..2023-2024,True
sel30,sel30,sel30. I trust my ability to solve difficult problems.,9,2012-2013..2023-2024,True
sel31,sel31,"sel31. If I am not naturally smart in a subject, I will never do well in it.",9,2012-2013..2023-2024,True
sel32,sel32,sel32. On most days I feel GRATEFUL.,9,2012-2013..2023-2024,True
sel33,sel33,sel33. On most days I feel THANKFUL.,9,2012-2013..2023-2024,True
sel34,sel34,sel34. On most days I feel APPRECIATIVE.,5,2016-2017..2023-2024,True
sel35,sel35,sel35. On most days I feel ENERGETIC.,5,2016-2017..2023-2024,True
sel36,sel36,sel36. On most days I feel ACTIVE.,5,2016-2017..2023-2024,True
sel37,sel37,sel37. On most days I feel ENTHUSIASTIC.,5,2016-2017..2023-2024,True
sel38,sel38,sel38. My family members really help and support one another.,5,2016-2017..2023-2024,True
sel39,sel39,sel39. There is a feeling of togetherness in my family.,5,2016-2017..2023-2024,True
sel4,sel4,sel4. There is a purpose to my life.,10,2012-2013..2023-2024,True
sel40,sel40,sel40. My family really gets along well with each other.,5,2016-2017..2023-2024,True
sel41,sel41,sel41. I have a friend my age who really cares about me.,5,2016-2017..2023-2024,True
sel42,sel42,sel42. I have a friend my age who talks with me about my problems.,5,2016-2017..2023-2024,True
sel43,sel43,sel43. I have a friend my age who helps me when I'm having a hard time.,5,2016-2017..2023-2024,True
sel44,sel44,"sel44. Over the past month, I had a hard time relaxing.",2,2016-2017..2019-2020,True
sel45,sel45,"sel45. Over the past month, I felt sad and down.",2,2016-2017..2019-2020,True
sel46,sel46,"sel46. Over the past month, I was easily irritated.",2,2016-2017..2019-2020,True
sel47,sel47,"sel47. Over the past month, it was hard for me to cope and I thought I would pan",1,2019-2020..2019-2020,False
sel48,sel48,"sel48. Over the past month, it was hard for me to get excited about anything.",1,2019-2020..2019-2020,False
sel49,sel49,"sel49. Over the past month, I was easily annoyed and sensitive.",1,2019-2020..2019-2020,False
sel5,sel5,sel5. My intelligence is something I cannot change very much.,10,2012-2013..2023-2024,True
sel50,sel50,"sel50. Over the past month, I was scared for no good reason.",1,2019-2020..2019-2020,False
sel51,sel51,sel51. My family members really help and support one another.,1,2019-2020..2019-2020,False
sel52,sel52,sel52. There is a feeling of togetherness in my family.,1,2019-2020..2019-2020,False
sel53,sel53,sel53. My family really gets along well with each other.,1,2019-2020..2019-2020,False
sel54,sel54,sel54. I have a friend my age who really cares about me.,1,2019-2020..2019-2020,False
sel55,sel55,sel55. I have a friend my age who talks with me about my problems.,1,2019-2020..2019-2020,False
sel56,sel56,sel56. I have a friend my age who helps me when I'm having a hard time.,1,2019-2020..2019-2020,False
sel6,sel6,sel6. I understand my moods and feelings.,10,2012-2013..2023-2024,True
sel7,sel7,sel7. I understand why I do what I do.,10,2012-2013..2023-2024,True
sel8,sel8,sel8. I enjoy working together with other students on class activities.,10,2012-2013..2023-2024,True
sel9,sel9,"sel9. When I do not understand something, I ask the teacher again and again unti",10,2012-2013..2023-2024,True
selaware,selaware,Self-awareness (SEHM),2,2016-2017..2019-2020,False
selaware,selaware_hi,High self-awareness (SEHM),1,2016-2017..2016-2017,False
selaware,selaware_true,Self-awareness - % 'Pretty much true' or 'Very much true' (SEHM),5,2019-2020..2023-2024,False
selaware,selawarec,Self-awareness category (SEHM),2,2016-2017..2019-2020,False
selcollab,selcollab,Collaboration (SEHM),2,2016-2017..2019-2020,False
selcollab,selcollab_hi,High collaboration (SEHM),1,2016-2017..2016-2017,False
selcollab,selcollab_true,Collaboration - % 'Pretty much true' or 'Very much true' (SEHM),5,2019-2020..2023-2024,False
selcollab,selcollabc,Collaboration category (SEHM),2,2016-2017..2019-2020,False
